id,order_id,order_channel,order_ahead
705,ORD_00000705,"Mobile App",True
706,ORD_00000706,"In-Store Cashier",False
707,ORD_00000707,Drive-Thru,False
708,ORD_00000708,Drive-Thru,False
709,ORD_00000709,"Mobile App",True
710,ORD_00000710,"In-Store Cashier",False
711,ORD_00000711,"In-Store Cashier",False
712,ORD_00000712,Drive-Thru,False
713,ORD_00000713,"Mobile App",True
714,ORD_00000714,"Mobile App",False
715,ORD_00000715,"In-Store Cashier",False
716,ORD_00000716,"Mobile App",True
717,ORD_00000717,Drive-Thru,False
718,ORD_00000718,Drive-Thru,False
719,ORD_00000719,"Mobile App",True
720,ORD_00000720,"Mobile App",True
721,ORD_00000721,"Mobile App",True
722,ORD_00000722,"Mobile App",True
723,ORD_00000723,Kiosk,False
724,ORD_00000724,"In-Store Cashier",False
725,ORD_00000725,"Mobile App",True
726,ORD_00000726,"Mobile App",False
727,ORD_00000727,"Mobile App",True
728,ORD_00000728,"Mobile App",True
729,ORD_00000729,Drive-Thru,False
730,ORD_00000730,Drive-Thru,False
731,ORD_00000731,"Mobile App",False
732,ORD_00000732,"Mobile App",True
733,ORD_00000733,Drive-Thru,False
734,ORD_00000734,"In-Store Cashier",False
735,ORD_00000735,"In-Store Cashier",False
736,ORD_00000736,"In-Store Cashier",False
737,ORD_00000737,"Mobile App",True
738,ORD_00000738,Drive-Thru,False
739,ORD_00000739,"In-Store Cashier",False
740,ORD_00000740,"In-Store Cashier",False
741,ORD_00000741,"Mobile App",True
742,ORD_00000742,"In-Store Cashier",False
743,ORD_00000743,"In-Store Cashier",False
744,ORD_00000744,"Mobile App",False
745,ORD_00000745,"In-Store Cashier",False
746,ORD_00000746,Drive-Thru,False
747,ORD_00000747,Drive-Thru,False
748,ORD_00000748,"Mobile App",True
749,ORD_00000749,"Mobile App",False
750,ORD_00000750,Kiosk,False
751,ORD_00000751,"In-Store Cashier",False
752,ORD_00000752,"Mobile App",True
753,ORD_00000753,Drive-Thru,False
754,ORD_00000754,"In-Store Cashier",False
755,ORD_00000755,"Mobile App",True
756,ORD_00000756,"In-Store Cashier",False
757,ORD_00000757,"In-Store Cashier",False
758,ORD_00000758,"In-Store Cashier",False
759,ORD_00000759,"In-Store Cashier",False
760,ORD_00000760,Kiosk,False
761,ORD_00000761,"Mobile App",True
762,ORD_00000762,Drive-Thru,False
763,ORD_00000763,"Mobile App",True
764,ORD_00000764,"Mobile App",True
765,ORD_00000765,"In-Store Cashier",False
766,ORD_00000766,Drive-Thru,False
767,ORD_00000767,"Mobile App",True
768,ORD_00000768,"Mobile App",True
769,ORD_00000769,Kiosk,False
770,ORD_00000770,"In-Store Cashier",False
771,ORD_00000771,"Mobile App",True
772,ORD_00000772,"Mobile App",True
773,ORD_00000773,"Mobile App",False
774,ORD_00000774,"In-Store Cashier",False
775,ORD_00000775,"In-Store Cashier",False
776,ORD_00000776,Drive-Thru,False
777,ORD_00000777,"In-Store Cashier",False
778,ORD_00000778,"Mobile App",False
779,ORD_00000779,Drive-Thru,False
780,ORD_00000780,"In-Store Cashier",False
781,ORD_00000781,"Mobile App",True
782,ORD_00000782,"Mobile App",True
783,ORD_00000783,"In-Store Cashier",False
784,ORD_00000784,"In-Store Cashier",False
785,ORD_00000785,Drive-Thru,False
786,ORD_00000786,Drive-Thru,False
787,ORD_00000787,"Mobile App",False
788,ORD_00000788,"In-Store Cashier",False
789,ORD_00000789,"In-Store Cashier",False
790,ORD_00000790,Kiosk,False
791,ORD_00000791,Drive-Thru,False
792,ORD_00000792,"Mobile App",True
793,ORD_00000793,Drive-Thru,False
794,ORD_00000794,"Mobile App",True
795,ORD_00000795,Drive-Thru,False
796,ORD_00000796,"Mobile App",False
797,ORD_00000797,"Mobile App",False
798,ORD_00000798,"In-Store Cashier",False
799,ORD_00000799,"In-Store Cashier",False
800,ORD_00000800,Kiosk,False
801,ORD_00000801,"In-Store Cashier",False
802,ORD_00000802,Kiosk,False
803,ORD_00000803,Drive-Thru,False
804,ORD_00000804,"Mobile App",True
805,ORD_00000805,"Mobile App",True
806,ORD_00000806,"Mobile App",True
807,ORD_00000807,Drive-Thru,False
808,ORD_00000808,Drive-Thru,False
809,ORD_00000809,"In-Store Cashier",False
810,ORD_00000810,Kiosk,False
811,ORD_00000811,"Mobile App",True
812,ORD_00000812,Drive-Thru,False
813,ORD_00000813,"In-Store Cashier",False
814,ORD_00000814,"Mobile App",False
815,ORD_00000815,"Mobile App",True
816,ORD_00000816,Drive-Thru,False
817,ORD_00000817,"In-Store Cashier",False
818,ORD_00000818,"In-Store Cashier",False
819,ORD_00000819,"Mobile App",True
820,ORD_00000820,Drive-Thru,False
821,ORD_00000821,"In-Store Cashier",False
822,ORD_00000822,Drive-Thru,False
823,ORD_00000823,Drive-Thru,False
824,ORD_00000824,"In-Store Cashier",False
825,ORD_00000825,Kiosk,False
826,ORD_00000826,"In-Store Cashier",False
827,ORD_00000827,"Mobile App",False
828,ORD_00000828,Drive-Thru,False
829,ORD_00000829,"In-Store Cashier",False
830,ORD_00000830,Drive-Thru,False
831,ORD_00000831,Kiosk,False
832,ORD_00000832,"In-Store Cashier",False
833,ORD_00000833,"In-Store Cashier",False
834,ORD_00000834,"In-Store Cashier",False
835,ORD_00000835,Drive-Thru,False
836,ORD_00000836,"Mobile App",True
837,ORD_00000837,Drive-Thru,False
838,ORD_00000838,Drive-Thru,False
839,ORD_00000839,Drive-Thru,False
840,ORD_00000840,"Mobile App",True
841,ORD_00000841,Kiosk,False
842,ORD_00000842,Drive-Thru,False
843,ORD_00000843,Drive-Thru,False
844,ORD_00000844,"In-Store Cashier",False
845,ORD_00000845,"Mobile App",True
846,ORD_00000846,"Mobile App",False
847,ORD_00000847,Drive-Thru,False
848,ORD_00000848,"Mobile App",True
849,ORD_00000849,"In-Store Cashier",False
850,ORD_00000850,"Mobile App",False
851,ORD_00000851,"Mobile App",True
852,ORD_00000852,"Mobile App",False
853,ORD_00000853,"Mobile App",True
854,ORD_00000854,Drive-Thru,False
855,ORD_00000855,"Mobile App",False
856,ORD_00000856,"Mobile App",True
857,ORD_00000857,"In-Store Cashier",False
858,ORD_00000858,"Mobile App",True
859,ORD_00000859,"Mobile App",True
860,ORD_00000860,"In-Store Cashier",False
861,ORD_00000861,Drive-Thru,False
862,ORD_00000862,"Mobile App",True
863,ORD_00000863,"In-Store Cashier",False
864,ORD_00000864,Drive-Thru,False
865,ORD_00000865,"In-Store Cashier",False
866,ORD_00000866,Drive-Thru,False
867,ORD_00000867,Drive-Thru,False
868,ORD_00000868,"Mobile App",True
869,ORD_00000869,Kiosk,False
870,ORD_00000870,Kiosk,False
871,ORD_00000871,"Mobile App",False
872,ORD_00000872,Drive-Thru,False
873,ORD_00000873,"In-Store Cashier",False
874,ORD_00000874,Kiosk,False
875,ORD_00000875,"In-Store Cashier",False
876,ORD_00000876,"Mobile App",True
877,ORD_00000877,"Mobile App",False
878,ORD_00000878,"Mobile App",True
879,ORD_00000879,Drive-Thru,False
880,ORD_00000880,Drive-Thru,False
881,ORD_00000881,"Mobile App",False
882,ORD_00000882,"Mobile App",True
883,ORD_00000883,Drive-Thru,False
884,ORD_00000884,Drive-Thru,False
885,ORD_00000885,"Mobile App",True
886,ORD_00000886,Drive-Thru,False
887,ORD_00000887,"Mobile App",True
888,ORD_00000888,"Mobile App",False
889,ORD_00000889,"In-Store Cashier",False
890,ORD_00000890,Drive-Thru,False
891,ORD_00000891,"Mobile App",True
892,ORD_00000892,"Mobile App",True
893,ORD_00000893,"In-Store Cashier",False
894,ORD_00000894,"Mobile App",True
895,ORD_00000895,Drive-Thru,False
896,ORD_00000896,"In-Store Cashier",False
897,ORD_00000897,"Mobile App",True
898,ORD_00000898,"Mobile App",False
899,ORD_00000899,Kiosk,False
900,ORD_00000900,"Mobile App",True
901,ORD_00000901,Drive-Thru,False
902,ORD_00000902,"In-Store Cashier",False
903,ORD_00000903,"Mobile App",True
904,ORD_00000904,"In-Store Cashier",False
905,ORD_00000905,"In-Store Cashier",False
906,ORD_00000906,Drive-Thru,False
907,ORD_00000907,Drive-Thru,False
908,ORD_00000908,Drive-Thru,False
909,ORD_00000909,"Mobile App",True
910,ORD_00000910,"Mobile App",True
911,ORD_00000911,Drive-Thru,False
912,ORD_00000912,"In-Store Cashier",False
913,ORD_00000913,"Mobile App",True
914,ORD_00000914,"Mobile App",True
915,ORD_00000915,"Mobile App",True
916,ORD_00000916,Drive-Thru,False
917,ORD_00000917,"Mobile App",False
918,ORD_00000918,"Mobile App",True
919,ORD_00000919,"In-Store Cashier",False
920,ORD_00000920,Drive-Thru,False
921,ORD_00000921,"In-Store Cashier",False
922,ORD_00000922,Drive-Thru,False
923,ORD_00000923,Drive-Thru,False
924,ORD_00000924,"Mobile App",True
925,ORD_00000925,"In-Store Cashier",False
926,ORD_00000926,"Mobile App",True
927,ORD_00000927,Kiosk,False
928,ORD_00000928,"Mobile App",True
929,ORD_00000929,"Mobile App",True
930,ORD_00000930,"Mobile App",True
931,ORD_00000931,"Mobile App",True
932,ORD_00000932,"Mobile App",True
933,ORD_00000933,"Mobile App",True
934,ORD_00000934,"Mobile App",False
935,ORD_00000935,"Mobile App",True
936,ORD_00000936,"Mobile App",True
937,ORD_00000937,Drive-Thru,False
938,ORD_00000938,"Mobile App",True
939,ORD_00000939,"Mobile App",False
940,ORD_00000940,"In-Store Cashier",False
941,ORD_00000941,"In-Store Cashier",False
942,ORD_00000942,Drive-Thru,False
943,ORD_00000943,"Mobile App",True
944,ORD_00000944,"Mobile App",True
945,ORD_00000945,Drive-Thru,False
946,ORD_00000946,Kiosk,False
947,ORD_00000947,Drive-Thru,False
948,ORD_00000948,Drive-Thru,False
949,ORD_00000949,Drive-Thru,False
950,ORD_00000950,"Mobile App",True
951,ORD_00000951,Drive-Thru,False
952,ORD_00000952,"In-Store Cashier",False
953,ORD_00000953,"In-Store Cashier",False
954,ORD_00000954,Drive-Thru,False
955,ORD_00000955,Drive-Thru,False
956,ORD_00000956,Kiosk,False
957,ORD_00000957,"In-Store Cashier",False
958,ORD_00000958,"Mobile App",True
959,ORD_00000959,Drive-Thru,False
960,ORD_00000960,"Mobile App",False
961,ORD_00000961,"Mobile App",True
962,ORD_00000962,"Mobile App",False
963,ORD_00000963,"Mobile App",True
964,ORD_00000964,"In-Store Cashier",False
965,ORD_00000965,"Mobile App",True
966,ORD_00000966,Drive-Thru,False
967,ORD_00000967,Drive-Thru,False
968,ORD_00000968,"Mobile App",False
969,ORD_00000969,Drive-Thru,False
970,ORD_00000970,Kiosk,False
971,ORD_00000971,"In-Store Cashier",False
972,ORD_00000972,"Mobile App",True
973,ORD_00000973,"In-Store Cashier",False
974,ORD_00000974,"Mobile App",False
975,ORD_00000975,Drive-Thru,False
976,ORD_00000976,"In-Store Cashier",False
977,ORD_00000977,"In-Store Cashier",False
978,ORD_00000978,"Mobile App",False
979,ORD_00000979,"In-Store Cashier",False
980,ORD_00000980,Kiosk,False
981,ORD_00000981,"Mobile App",True
982,ORD_00000982,Drive-Thru,False
983,ORD_00000983,"In-Store Cashier",False
984,ORD_00000984,Drive-Thru,False
985,ORD_00000985,"Mobile App",True
986,ORD_00000986,"Mobile App",True
987,ORD_00000987,Kiosk,False
988,ORD_00000988,"Mobile App",True
989,ORD_00000989,"In-Store Cashier",False
990,ORD_00000990,Drive-Thru,False
991,ORD_00000991,"Mobile App",True
992,ORD_00000992,"Mobile App",True
993,ORD_00000993,Drive-Thru,False
994,ORD_00000994,Drive-Thru,False
995,ORD_00000995,"In-Store Cashier",False
996,ORD_00000996,Kiosk,False
997,ORD_00000997,Kiosk,False
998,ORD_00000998,"Mobile App",True
999,ORD_00000999,"In-Store Cashier",False
1000,ORD_00001000,Drive-Thru,False
