id,order_id,customer_id,total_spend,fulfillment_time_min,customer_satisfaction
695,ORD_00000695,820,7.83,7,3
696,ORD_00000696,434,6.40,5,4
697,ORD_00000697,824,10.85,5,3
698,ORD_00000698,41,15.12,3,2
699,ORD_00000699,827,14.75,9,2
700,ORD_00000700,828,16.21,4,2
701,ORD_00000701,612,13.47,5,3
702,ORD_00000702,832,9.70,3,4
703,ORD_00000703,834,6.21,6,5
704,ORD_00000704,836,13.17,4,4
705,ORD_00000705,838,15.88,5,3
706,ORD_00000706,855,14.48,3,4
707,ORD_00000707,857,6.23,3,1
708,ORD_00000708,859,10.12,4,2
709,ORD_00000709,867,19.80,5,5
710,ORD_00000710,869,5.87,3,5
711,ORD_00000711,871,11.86,4,3
712,ORD_00000712,873,7.10,4,4
713,ORD_00000713,875,19.75,4,3
714,ORD_00000714,877,22.44,4,5
715,ORD_00000715,879,7.23,4,5
716,ORD_00000716,469,19.01,5,5
717,ORD_00000717,891,11.32,3,3
718,ORD_00000718,893,16.13,5,2
719,ORD_00000719,894,11.76,3,4
720,ORD_00000720,200,22.69,4,1
721,ORD_00000721,896,19.97,2,4
722,ORD_00000722,940,15.61,4,5
723,ORD_00000723,942,11.00,5,4
724,ORD_00000724,944,10.30,4,3
725,ORD_00000725,946,9.26,5,3
726,ORD_00000726,948,18.47,4,1
727,ORD_00000727,950,21.06,5,4
728,ORD_00000728,989,19.07,6,5
729,ORD_00000729,991,17.07,6,1
730,ORD_00000730,993,12.20,7,5
731,ORD_00000731,995,19.01,4,4
732,ORD_00000732,997,23.48,5,4
733,ORD_00000733,999,14.59,6,4
734,ORD_00000734,1001,12.63,4,4
735,ORD_00000735,107,7.08,4,4
736,ORD_00000736,1003,6.48,4,4
737,ORD_00000737,1004,18.03,5,4
738,ORD_00000738,1005,15.94,8,4
739,ORD_00000739,1006,10.13,5,2
740,ORD_00000740,1007,15.29,4,4
741,ORD_00000741,1008,18.75,4,3
742,ORD_00000742,1009,16.32,3,4
743,ORD_00000743,1010,12.01,1,4
744,ORD_00000744,1011,17.62,3,2
745,ORD_00000745,1013,11.37,3,2
746,ORD_00000746,1015,16.16,7,2
747,ORD_00000747,1016,11.52,6,1
748,ORD_00000748,1017,13.14,3,5
749,ORD_00000749,1018,20.37,6,5
750,ORD_00000750,1032,18.33,4,5
751,ORD_00000751,1036,9.44,2,2
752,ORD_00000752,1039,23.88,7,5
753,ORD_00000753,1056,17.13,8,2
754,ORD_00000754,1058,10.21,2,4
755,ORD_00000755,1060,16.74,6,3
756,ORD_00000756,158,17.98,2,4
757,ORD_00000757,1064,7.82,3,1
758,ORD_00000758,1067,7.37,4,3
759,ORD_00000759,1070,10.71,3,4
760,ORD_00000760,1072,16.15,3,5
761,ORD_00000761,1084,16.95,6,4
762,ORD_00000762,1086,15.40,5,1
763,ORD_00000763,1088,11.89,3,4
764,ORD_00000764,1098,22.74,6,5
765,ORD_00000765,1100,4.43,3,5
766,ORD_00000766,1102,17.05,6,4
767,ORD_00000767,1104,22.51,3,5
768,ORD_00000768,1107,26.71,6,5
769,ORD_00000769,1118,14.12,4,4
770,ORD_00000770,1120,8.15,2,3
771,ORD_00000771,1122,20.67,5,4
772,ORD_00000772,1167,16.97,3,5
773,ORD_00000773,1170,18.02,3,4
774,ORD_00000774,1172,9.01,4,3
775,ORD_00000775,6,9.53,3,2
776,ORD_00000776,18,8.63,6,5
777,ORD_00000777,27,10.71,3,5
778,ORD_00000778,32,24.45,5,3
779,ORD_00000779,35,7.44,9,2
780,ORD_00000780,41,8.68,4,5
781,ORD_00000781,43,13.34,2,2
782,ORD_00000782,46,14.21,7,3
783,ORD_00000783,62,12.72,3,4
784,ORD_00000784,65,5.31,4,1
785,ORD_00000785,69,20.57,8,2
786,ORD_00000786,70,8.79,5,1
787,ORD_00000787,71,11.51,3,4
788,ORD_00000788,72,16.52,5,1
789,ORD_00000789,84,10.05,4,5
790,ORD_00000790,85,9.48,5,4
791,ORD_00000791,86,16.47,6,4
792,ORD_00000792,87,18.40,2,4
793,ORD_00000793,88,10.70,6,5
794,ORD_00000794,89,23.75,4,5
795,ORD_00000795,93,10.67,8,5
796,ORD_00000796,116,14.10,4,4
797,ORD_00000797,117,22.54,5,4
798,ORD_00000798,118,6.50,2,4
799,ORD_00000799,119,19.49,3,1
800,ORD_00000800,120,11.79,4,4
801,ORD_00000801,121,9.49,3,4
802,ORD_00000802,122,16.05,3,5
803,ORD_00000803,123,14.85,5,3
804,ORD_00000804,129,9.86,5,5
805,ORD_00000805,131,21.66,3,4
806,ORD_00000806,133,13.76,4,2
807,ORD_00000807,138,8.85,4,5
808,ORD_00000808,152,7.18,6,3
809,ORD_00000809,153,11.64,4,4
810,ORD_00000810,154,13.68,6,4
811,ORD_00000811,155,16.29,3,4
812,ORD_00000812,156,5.10,3,5
813,ORD_00000813,157,13.39,2,5
814,ORD_00000814,158,16.32,3,4
815,ORD_00000815,159,19.51,6,5
816,ORD_00000816,160,21.46,5,2
817,ORD_00000817,161,13.28,4,4
818,ORD_00000818,177,11.62,1,4
819,ORD_00000819,178,26.15,7,4
820,ORD_00000820,179,9.59,8,4
821,ORD_00000821,180,15.83,3,4
822,ORD_00000822,182,8.66,7,5
823,ORD_00000823,200,10.60,5,5
824,ORD_00000824,202,13.20,5,4
825,ORD_00000825,204,12.62,4,5
826,ORD_00000826,206,13.81,3,3
827,ORD_00000827,208,12.84,4,5
828,ORD_00000828,210,7.33,6,2
829,ORD_00000829,216,11.41,1,5
830,ORD_00000830,218,12.03,5,4
831,ORD_00000831,220,14.42,5,5
832,ORD_00000832,222,17.64,3,5
833,ORD_00000833,223,13.88,5,1
834,ORD_00000834,224,14.33,3,3
835,ORD_00000835,225,21.06,9,3
836,ORD_00000836,226,21.26,4,4
837,ORD_00000837,227,15.10,5,2
838,ORD_00000838,228,15.50,7,5
839,ORD_00000839,276,9.62,6,4
840,ORD_00000840,281,9.22,5,1
841,ORD_00000841,282,17.15,3,2
842,ORD_00000842,283,7.15,6,4
843,ORD_00000843,284,4.97,7,4
844,ORD_00000844,285,11.78,6,3
845,ORD_00000845,286,16.90,3,5
846,ORD_00000846,287,19.44,4,1
847,ORD_00000847,288,25.03,4,5
848,ORD_00000848,289,17.88,5,3
849,ORD_00000849,290,13.29,3,4
850,ORD_00000850,291,13.56,4,5
851,ORD_00000851,292,8.36,5,2
852,ORD_00000852,293,16.27,5,4
853,ORD_00000853,295,20.24,6,3
854,ORD_00000854,296,13.47,5,2
855,ORD_00000855,297,24.78,5,5
856,ORD_00000856,299,12.53,8,1
857,ORD_00000857,302,14.49,2,3
858,ORD_00000858,304,15.46,4,4
859,ORD_00000859,306,10.43,5,1
860,ORD_00000860,308,13.90,3,2
861,ORD_00000861,319,11.09,6,4
862,ORD_00000862,327,19.84,6,4
863,ORD_00000863,328,16.02,3,4
864,ORD_00000864,329,13.95,4,3
865,ORD_00000865,330,8.63,3,4
866,ORD_00000866,331,7.17,2,3
867,ORD_00000867,332,11.22,4,1
868,ORD_00000868,333,21.07,4,1
869,ORD_00000869,334,20.50,4,3
870,ORD_00000870,349,8.47,5,1
871,ORD_00000871,350,13.32,5,4
872,ORD_00000872,377,12.00,6,4
873,ORD_00000873,378,8.53,2,4
874,ORD_00000874,379,14.09,5,3
875,ORD_00000875,381,6.94,2,3
876,ORD_00000876,383,24.43,5,4
877,ORD_00000877,384,23.80,5,4
878,ORD_00000878,385,15.01,3,3
879,ORD_00000879,386,9.57,5,4
880,ORD_00000880,387,9.28,5,4
881,ORD_00000881,388,15.67,6,4
882,ORD_00000882,389,15.91,5,2
883,ORD_00000883,390,8.62,8,5
884,ORD_00000884,393,12.86,6,5
885,ORD_00000885,394,16.71,3,3
886,ORD_00000886,395,16.29,6,3
887,ORD_00000887,401,23.11,3,3
888,ORD_00000888,403,16.60,3,5
889,ORD_00000889,405,6.45,3,5
890,ORD_00000890,407,15.04,4,5
891,ORD_00000891,408,11.26,5,1
892,ORD_00000892,410,24.21,5,4
893,ORD_00000893,412,10.02,5,1
894,ORD_00000894,414,18.53,3,5
895,ORD_00000895,415,12.06,7,4
896,ORD_00000896,416,15.05,2,4
897,ORD_00000897,417,17.50,3,4
898,ORD_00000898,418,15.63,6,5
899,ORD_00000899,419,14.42,2,2
900,ORD_00000900,421,24.18,5,4
901,ORD_00000901,423,7.29,6,4
902,ORD_00000902,425,12.70,4,3
903,ORD_00000903,426,13.96,5,4
904,ORD_00000904,437,7.79,2,2
905,ORD_00000905,438,12.90,3,5
906,ORD_00000906,470,16.41,7,3
907,ORD_00000907,474,10.46,6,2
908,ORD_00000908,476,9.34,8,4
909,ORD_00000909,478,28.39,4,4
910,ORD_00000910,479,13.78,7,3
911,ORD_00000911,480,10.71,7,3
912,ORD_00000912,481,16.41,3,4
913,ORD_00000913,482,7.81,7,5
914,ORD_00000914,483,16.95,6,2
915,ORD_00000915,484,14.15,5,4
916,ORD_00000916,485,11.85,5,3
917,ORD_00000917,489,13.33,3,1
918,ORD_00000918,490,19.00,4,5
919,ORD_00000919,491,16.89,4,1
920,ORD_00000920,492,15.72,6,4
921,ORD_00000921,493,23.24,2,4
922,ORD_00000922,494,10.36,6,2
923,ORD_00000923,495,7.00,9,4
924,ORD_00000924,496,21.70,6,5
925,ORD_00000925,497,12.58,3,5
926,ORD_00000926,498,14.94,5,4
927,ORD_00000927,499,10.28,4,3
928,ORD_00000928,533,9.14,5,5
929,ORD_00000929,534,24.43,5,5
930,ORD_00000930,535,18.49,4,4
931,ORD_00000931,536,16.93,7,5
932,ORD_00000932,537,23.37,4,3
933,ORD_00000933,538,20.95,5,5
934,ORD_00000934,539,24.52,2,4
935,ORD_00000935,540,22.40,3,4
936,ORD_00000936,541,22.99,5,4
937,ORD_00000937,542,11.37,6,3
938,ORD_00000938,543,14.68,5,4
939,ORD_00000939,544,22.20,6,2
940,ORD_00000940,545,16.86,5,5
941,ORD_00000941,546,13.91,3,5
942,ORD_00000942,547,12.76,6,5
943,ORD_00000943,548,17.83,6,5
944,ORD_00000944,549,22.90,5,4
945,ORD_00000945,550,7.94,7,4
946,ORD_00000946,551,5.89,3,5
947,ORD_00000947,552,7.93,6,4
948,ORD_00000948,555,8.73,6,1
949,ORD_00000949,557,10.29,6,1
950,ORD_00000950,561,17.80,3,4
951,ORD_00000951,382,8.85,2,4
952,ORD_00000952,576,8.76,3,2
953,ORD_00000953,578,9.51,3,5
954,ORD_00000954,580,10.22,7,3
955,ORD_00000955,582,13.73,5,2
956,ORD_00000956,585,6.86,4,4
957,ORD_00000957,587,16.39,4,3
958,ORD_00000958,28,26.51,7,5
959,ORD_00000959,591,5.34,7,2
960,ORD_00000960,594,24.93,4,4
961,ORD_00000961,596,24.46,5,4
962,ORD_00000962,597,12.66,4,4
963,ORD_00000963,599,19.21,2,5
964,ORD_00000964,600,5.46,4,3
965,ORD_00000965,603,17.10,5,5
966,ORD_00000966,606,14.35,4,3
967,ORD_00000967,608,12.64,6,5
968,ORD_00000968,616,16.39,4,5
969,ORD_00000969,617,14.41,6,3
970,ORD_00000970,618,10.43,4,3
971,ORD_00000971,619,7.15,2,3
972,ORD_00000972,620,19.28,6,2
973,ORD_00000973,621,18.01,1,5
974,ORD_00000974,622,22.15,4,5
975,ORD_00000975,623,14.04,6,2
976,ORD_00000976,624,8.00,4,5
977,ORD_00000977,625,16.34,2,5
978,ORD_00000978,626,12.57,3,4
979,ORD_00000979,627,12.66,3,4
980,ORD_00000980,628,13.57,3,4
981,ORD_00000981,629,16.03,5,5
982,ORD_00000982,630,13.06,2,4
983,ORD_00000983,634,6.83,3,2
984,ORD_00000984,636,16.74,4,4
985,ORD_00000985,639,11.76,4,3
986,ORD_00000986,641,28.31,6,4
987,ORD_00000987,653,16.78,5,4
988,ORD_00000988,655,13.40,2,3
989,ORD_00000989,657,14.16,5,5
990,ORD_00000990,660,11.21,6,4
991,ORD_00000991,661,23.03,3,2
992,ORD_00000992,663,19.62,5,4
993,ORD_00000993,665,12.14,3,4
994,ORD_00000994,675,17.91,5,3
995,ORD_00000995,676,19.11,3,3
996,ORD_00000996,677,8.22,4,5
997,ORD_00000997,678,11.12,5,3
998,ORD_00000998,679,14.18,3,4
999,ORD_00000999,680,10.97,5,5
1000,ORD_00001000,681,7.69,5,4
