"store_id";"store_location_type";"region"
"STR_101";"Urban";"Midwest"
"STR_279";"Urban";"Northeast"
"STR_061";"Rural";"West"
"STR_173";"Suburban";"Southeast"
"STR_447";"Urban";"Midwest"
"STR_204";"Rural";"West"
"STR_152";"Suburban";"Northeast"
"STR_095";"Urban";"Midwest"
"STR_432";"Suburban";"Midwest"
"STR_047";"Suburban";"West"
"STR_115";"Suburban";"Midwest"
"STR_432";"Suburban";"Midwest"
"STR_243";"Rural";"Midwest"
"STR_387";"Suburban";"West"
"STR_278";"Urban";"Northeast"
"STR_200";"Urban";"Northeast"
"STR_252";"Urban";"West"
"STR_009";"Suburban";"West"
"STR_292";"Rural";"Southwest"
"STR_025";"Urban";"Northeast"
"STR_337";"Rural";"Southwest"
"STR_052";"Urban";"Southeast"
"STR_187";"Urban";"West"
"STR_337";"Rural";"Southwest"
"STR_218";"Urban";"Midwest"
"STR_363";"Rural";"Southeast"
"STR_178";"Urban";"Southeast"
"STR_044";"Urban";"Southeast"
"STR_438";"Urban";"Southeast"
"STR_049";"Rural";"Southwest"
"STR_249";"Suburban";"Southwest"
"STR_036";"Rural";"West"
"STR_417";"Urban";"West"
"STR_181";"Suburban";"Midwest"
"STR_444";"Suburban";"West"
"STR_485";"Rural";"Midwest"
"STR_465";"Suburban";"Midwest"
"STR_267";"Urban";"Southwest"
"STR_316";"Rural";"Southwest"
"STR_085";"Suburban";"West"
"STR_326";"Rural";"Midwest"
"STR_438";"Urban";"Southeast"
"STR_303";"Rural";"Southwest"
"STR_370";"Suburban";"West"
"STR_251";"Urban";"West"
"STR_417";"Urban";"West"
"STR_409";"Rural";"Southwest"
"STR_009";"Suburban";"West"
"STR_122";"Rural";"West"
"STR_110";"Suburban";"West"
"STR_085";"Suburban";"West"
"STR_148";"Urban";"Midwest"
"STR_111";"Suburban";"West"
"STR_340";"Suburban";"Southwest"
"STR_470";"Urban";"West"
"STR_082";"Rural";"West"
"STR_260";"Urban";"Midwest"
"STR_139";"Suburban";"Midwest"
"STR_337";"Rural";"Southwest"
"STR_233";"Suburban";"Southwest"
"STR_095";"Urban";"Midwest"
"STR_058";"Rural";"Northeast"
"STR_131";"Suburban";"Midwest"
"STR_416";"Urban";"Southeast"
"STR_418";"Urban";"Southwest"
"STR_293";"Suburban";"Northeast"
"STR_260";"Urban";"Midwest"
"STR_152";"Suburban";"Northeast"
"STR_174";"Rural";"Southeast"
"STR_441";"Suburban";"Southeast"
"STR_355";"Rural";"Midwest"
"STR_082";"Rural";"West"
"STR_446";"Urban";"Midwest"
"STR_151";"Suburban";"Southwest"
"STR_489";"Suburban";"West"
"STR_461";"Urban";"Southeast"
"STR_427";"Rural";"West"
"STR_210";"Rural";"Southeast"
"STR_388";"Rural";"Southeast"
"STR_231";"Urban";"Northeast"
"STR_149";"Rural";"West"
"STR_176";"Rural";"Northeast"
"STR_144";"Rural";"West"
"STR_032";"Urban";"Northeast"
"STR_331";"Rural";"West"
"STR_396";"Urban";"West"
"STR_394";"Urban";"Midwest"
"STR_345";"Urban";"Southeast"
"STR_391";"Suburban";"Southwest"
"STR_192";"Suburban";"Northeast"
"STR_366";"Rural";"Northeast"
"STR_076";"Urban";"Northeast"
"STR_249";"Suburban";"Southwest"
"STR_011";"Suburban";"Southwest"
"STR_037";"Urban";"West"
"STR_396";"Urban";"West"
"STR_128";"Urban";"Northeast"
"STR_244";"Suburban";"Southwest"
"STR_313";"Urban";"Southeast"
"STR_150";"Urban";"Southwest"
"STR_444";"Suburban";"West"
"STR_004";"Urban";"Southwest"
"STR_164";"Rural";"Southwest"
"STR_405";"Rural";"Southeast"
"STR_315";"Rural";"West"
"STR_196";"Urban";"Northeast"
"STR_448";"Rural";"Southeast"
"STR_019";"Urban";"West"
"STR_410";"Suburban";"Southeast"
"STR_496";"Rural";"Northeast"
"STR_255";"Suburban";"West"
"STR_327";"Suburban";"Southwest"
"STR_086";"Suburban";"Midwest"
"STR_017";"Urban";"West"
"STR_081";"Suburban";"Southwest"
"STR_132";"Urban";"Northeast"
"STR_258";"Suburban";"West"
"STR_057";"Suburban";"Southeast"
"STR_111";"Suburban";"West"
"STR_256";"Suburban";"West"
"STR_457";"Rural";"Northeast"
"STR_184";"Suburban";"West"
"STR_126";"Rural";"Southeast"
"STR_248";"Rural";"Southeast"
"STR_281";"Urban";"Midwest"
"STR_498";"Urban";"Northeast"
"STR_036";"Rural";"West"
"STR_020";"Rural";"West"
"STR_381";"Suburban";"Southwest"
"STR_016";"Suburban";"Northeast"
"STR_193";"Urban";"West"
"STR_102";"Urban";"Southeast"
"STR_032";"Urban";"Northeast"
"STR_370";"Suburban";"West"
"STR_482";"Rural";"Southeast"
"STR_277";"Suburban";"Northeast"
"STR_405";"Rural";"Southeast"
"STR_171";"Rural";"Midwest"
"STR_152";"Suburban";"Northeast"
"STR_425";"Urban";"Northeast"
"STR_226";"Urban";"Northeast"
"STR_411";"Urban";"Midwest"
"STR_172";"Urban";"West"
"STR_055";"Urban";"Southeast"
"STR_228";"Suburban";"Midwest"
"STR_173";"Suburban";"Southeast"
"STR_487";"Urban";"Southeast"
"STR_421";"Suburban";"Southwest"
"STR_345";"Urban";"Southeast"
"STR_339";"Urban";"Southwest"
"STR_204";"Rural";"West"
"STR_316";"Rural";"Southwest"
"STR_441";"Suburban";"Southeast"
"STR_278";"Urban";"Northeast"
"STR_126";"Rural";"Southeast"
"STR_338";"Suburban";"Northeast"
"STR_489";"Suburban";"West"
"STR_331";"Rural";"West"
"STR_216";"Suburban";"West"
"STR_188";"Rural";"West"
"STR_195";"Suburban";"West"
"STR_329";"Rural";"West"
"STR_191";"Suburban";"Northeast"
"STR_140";"Rural";"West"
"STR_004";"Urban";"Southwest"
"STR_304";"Suburban";"West"
"STR_439";"Urban";"West"
"STR_378";"Suburban";"Midwest"
"STR_065";"Suburban";"Southwest"
"STR_465";"Suburban";"Midwest"
"STR_315";"Rural";"West"
"STR_347";"Suburban";"West"
"STR_048";"Urban";"Midwest"
"STR_234";"Rural";"Northeast"
"STR_063";"Suburban";"Southeast"
"STR_226";"Urban";"Northeast"
"STR_315";"Rural";"West"
"STR_421";"Suburban";"Southwest"
"STR_361";"Suburban";"Northeast"
"STR_246";"Rural";"Midwest"
"STR_398";"Suburban";"Northeast"
"STR_372";"Rural";"Northeast"
"STR_216";"Suburban";"West"
"STR_233";"Suburban";"Southwest"
"STR_096";"Urban";"Midwest"
"STR_245";"Rural";"Midwest"
"STR_041";"Urban";"Midwest"
"STR_261";"Rural";"West"
"STR_361";"Suburban";"Northeast"
"STR_235";"Suburban";"Northeast"
"STR_482";"Rural";"Southeast"
"STR_377";"Rural";"Southwest"
"STR_311";"Suburban";"Southeast"
"STR_026";"Rural";"Southeast"
"STR_433";"Rural";"Midwest"
"STR_292";"Rural";"Southwest"
"STR_368";"Suburban";"Northeast"
"STR_385";"Rural";"Southeast"
"STR_385";"Rural";"Southeast"
"STR_451";"Urban";"West"
"STR_267";"Urban";"Southwest"
"STR_111";"Suburban";"West"
"STR_160";"Rural";"Midwest"
"STR_246";"Rural";"Midwest"
"STR_018";"Suburban";"West"
"STR_246";"Rural";"Midwest"
"STR_031";"Rural";"West"
"STR_048";"Urban";"Midwest"
"STR_462";"Rural";"Northeast"
"STR_347";"Suburban";"West"
"STR_045";"Rural";"Northeast"
"STR_083";"Urban";"Midwest"
"STR_280";"Urban";"Southwest"
"STR_338";"Suburban";"Northeast"
"STR_100";"Urban";"Southwest"
"STR_332";"Urban";"Southwest"
"STR_356";"Rural";"West"
"STR_259";"Suburban";"Southwest"
"STR_386";"Urban";"Southwest"
"STR_119";"Urban";"West"
"STR_285";"Rural";"Southeast"
"STR_347";"Suburban";"West"
"STR_126";"Rural";"Southeast"
"STR_229";"Urban";"Southeast"
"STR_492";"Rural";"Northeast"
"STR_252";"Urban";"West"
"STR_185";"Urban";"Northeast"
"STR_091";"Urban";"West"
"STR_340";"Suburban";"Southwest"
"STR_212";"Suburban";"Midwest"
"STR_334";"Suburban";"West"
"STR_249";"Suburban";"Southwest"
"STR_242";"Rural";"Midwest"
"STR_202";"Urban";"Northeast"
"STR_282";"Suburban";"Southwest"
"STR_154";"Urban";"Southeast"
"STR_302";"Suburban";"West"
"STR_449";"Suburban";"Northeast"
"STR_177";"Urban";"Southeast"
"STR_290";"Rural";"Northeast"
"STR_158";"Rural";"West"
"STR_006";"Urban";"Northeast"
"STR_356";"Rural";"West"
"STR_305";"Rural";"Southeast"
"STR_004";"Urban";"Southwest"
"STR_113";"Rural";"Southeast"
"STR_093";"Suburban";"Midwest"
"STR_336";"Rural";"Southwest"
"STR_468";"Rural";"Northeast"
"STR_463";"Urban";"Southeast"
"STR_098";"Suburban";"Southwest"
"STR_226";"Urban";"Northeast"
"STR_400";"Rural";"West"
"STR_480";"Urban";"West"
"STR_216";"Suburban";"West"
"STR_158";"Rural";"West"
"STR_272";"Urban";"Southeast"
"STR_004";"Urban";"Southwest"
"STR_372";"Rural";"Northeast"
"STR_179";"Urban";"Southeast"
"STR_423";"Rural";"Southwest"
"STR_449";"Suburban";"Northeast"
"STR_414";"Suburban";"West"
"STR_129";"Suburban";"Midwest"
"STR_121";"Urban";"Southeast"
"STR_464";"Suburban";"West"
"STR_159";"Suburban";"Southwest"
"STR_207";"Suburban";"West"
"STR_017";"Urban";"West"
"STR_191";"Suburban";"Northeast"
"STR_277";"Suburban";"Northeast"
"STR_145";"Urban";"Northeast"
"STR_139";"Suburban";"Midwest"
"STR_213";"Rural";"Southwest"
"STR_398";"Suburban";"Northeast"
"STR_307";"Urban";"Northeast"
"STR_220";"Urban";"Northeast"
"STR_265";"Rural";"Northeast"
"STR_040";"Suburban";"Southeast"
"STR_244";"Suburban";"Southwest"
"STR_248";"Rural";"Southeast"
"STR_342";"Suburban";"Southwest"
"STR_349";"Suburban";"Southeast"
"STR_295";"Suburban";"Southwest"
"STR_064";"Rural";"West"
"STR_300";"Urban";"Southwest"
"STR_035";"Rural";"Midwest"
"STR_061";"Rural";"West"
"STR_049";"Rural";"Southwest"
"STR_498";"Urban";"Northeast"
"STR_250";"Urban";"Northeast"
"STR_354";"Suburban";"Midwest"
"STR_305";"Rural";"Southeast"
"STR_277";"Suburban";"Northeast"
"STR_160";"Rural";"Midwest"
"STR_366";"Rural";"Northeast"
"STR_253";"Suburban";"Southwest"
"STR_439";"Urban";"West"
"STR_108";"Urban";"Midwest"
"STR_108";"Urban";"Midwest"
"STR_315";"Rural";"West"
"STR_235";"Suburban";"Northeast"
"STR_406";"Suburban";"Midwest"
"STR_185";"Urban";"Northeast"
"STR_086";"Suburban";"Midwest"
"STR_189";"Suburban";"West"
"STR_139";"Suburban";"Midwest"
"STR_317";"Suburban";"Southeast"
"STR_042";"Rural";"Southeast"
"STR_183";"Suburban";"Northeast"
"STR_347";"Suburban";"West"
"STR_267";"Urban";"Southwest"
"STR_353";"Suburban";"Southwest"
"STR_011";"Suburban";"Southwest"
"STR_241";"Rural";"West"
"STR_011";"Suburban";"Southwest"
"STR_263";"Suburban";"Northeast"
"STR_119";"Urban";"West"
"STR_331";"Rural";"West"
"STR_064";"Rural";"West"
"STR_202";"Urban";"Northeast"
"STR_045";"Rural";"Northeast"
"STR_174";"Rural";"Southeast"
"STR_111";"Suburban";"West"
"STR_311";"Suburban";"Southeast"
"STR_293";"Suburban";"Northeast"
"STR_288";"Urban";"Northeast"
"STR_005";"Suburban";"West"
"STR_171";"Rural";"Midwest"
"STR_415";"Suburban";"Northeast"
"STR_365";"Suburban";"Midwest"
"STR_315";"Rural";"West"
"STR_024";"Suburban";"Southeast"
"STR_297";"Rural";"Southwest"
"STR_083";"Urban";"Midwest"
"STR_024";"Suburban";"Southeast"
"STR_335";"Rural";"Southwest"
"STR_054";"Urban";"Southwest"
"STR_083";"Urban";"Midwest"
"STR_232";"Suburban";"Southeast"
"STR_007";"Suburban";"West"
"STR_476";"Urban";"West"
"STR_417";"Urban";"West"
"STR_402";"Rural";"Midwest"
"STR_083";"Urban";"Midwest"
"STR_319";"Rural";"West"
"STR_307";"Urban";"Northeast"
"STR_189";"Suburban";"West"
"STR_096";"Urban";"Midwest"
"STR_473";"Suburban";"Southwest"
"STR_336";"Rural";"Southwest"
"STR_355";"Rural";"Midwest"
"STR_046";"Rural";"Midwest"
"STR_264";"Suburban";"Midwest"
"STR_422";"Urban";"Northeast"
"STR_162";"Rural";"Northeast"
"STR_148";"Urban";"Midwest"
"STR_105";"Rural";"Southwest"
"STR_293";"Suburban";"Northeast"
"STR_086";"Suburban";"Midwest"
"STR_199";"Urban";"Southwest"
"STR_439";"Urban";"West"
"STR_068";"Urban";"Southeast"
"STR_329";"Rural";"West"
"STR_439";"Urban";"West"
"STR_145";"Urban";"Northeast"
"STR_235";"Suburban";"Northeast"
"STR_480";"Urban";"West"
"STR_408";"Rural";"West"
"STR_429";"Suburban";"Southwest"
"STR_463";"Urban";"Southeast"
"STR_304";"Suburban";"West"
"STR_077";"Urban";"Southwest"
"STR_255";"Suburban";"West"
"STR_225";"Rural";"Southwest"
"STR_447";"Urban";"Midwest"
"STR_102";"Urban";"Southeast"
"STR_290";"Rural";"Northeast"
"STR_006";"Urban";"Northeast"
"STR_282";"Suburban";"Southwest"
"STR_386";"Urban";"Southwest"
"STR_431";"Suburban";"Northeast"
"STR_475";"Rural";"Northeast"
"STR_380";"Suburban";"Midwest"
"STR_251";"Urban";"West"
"STR_437";"Urban";"Southwest"
"STR_043";"Suburban";"Southeast"
"STR_422";"Urban";"Northeast"
"STR_092";"Rural";"Southeast"
"STR_270";"Suburban";"Southeast"
"STR_403";"Urban";"Midwest"
"STR_072";"Urban";"Southeast"
"STR_204";"Rural";"West"
"STR_236";"Suburban";"Southwest"
"STR_179";"Urban";"Southeast"
"STR_095";"Urban";"Midwest"
"STR_454";"Suburban";"Northeast"
"STR_321";"Suburban";"West"
"STR_303";"Rural";"Southwest"
"STR_045";"Rural";"Northeast"
"STR_351";"Suburban";"West"
"STR_477";"Rural";"Midwest"
"STR_294";"Suburban";"Midwest"
"STR_388";"Rural";"Southeast"
"STR_498";"Urban";"Northeast"
"STR_081";"Suburban";"Southwest"
"STR_125";"Urban";"Midwest"
"STR_373";"Rural";"Midwest"
"STR_046";"Rural";"Midwest"
"STR_349";"Suburban";"Southeast"
"STR_061";"Rural";"West"
"STR_189";"Suburban";"West"
"STR_216";"Suburban";"West"
"STR_275";"Rural";"West"
"STR_130";"Rural";"Northeast"
"STR_354";"Suburban";"Midwest"
"STR_251";"Urban";"West"
"STR_449";"Suburban";"Northeast"
"STR_313";"Urban";"Southeast"
"STR_305";"Rural";"Southeast"
"STR_069";"Urban";"Northeast"
"STR_035";"Rural";"Midwest"
"STR_093";"Suburban";"Midwest"
"STR_046";"Rural";"Midwest"
"STR_186";"Suburban";"Southwest"
"STR_279";"Urban";"Northeast"
"STR_367";"Rural";"Southeast"
"STR_430";"Urban";"Southwest"
"STR_159";"Suburban";"Southwest"
"STR_160";"Rural";"Midwest"
"STR_084";"Suburban";"Southwest"
"STR_146";"Rural";"Midwest"
"STR_152";"Suburban";"Northeast"
"STR_478";"Urban";"Northeast"
"STR_409";"Rural";"Southwest"
"STR_021";"Rural";"Midwest"
"STR_305";"Rural";"Southeast"
"STR_141";"Suburban";"Midwest"
"STR_191";"Suburban";"Northeast"
"STR_289";"Suburban";"Southwest"
"STR_234";"Rural";"Northeast"
"STR_457";"Rural";"Northeast"
"STR_105";"Rural";"Southwest"
"STR_498";"Urban";"Northeast"
"STR_174";"Rural";"Southeast"
"STR_230";"Suburban";"Southeast"
"STR_074";"Rural";"Southwest"
"STR_035";"Rural";"Midwest"
"STR_040";"Suburban";"Southeast"
"STR_250";"Urban";"Northeast"
"STR_342";"Suburban";"Southwest"
"STR_274";"Rural";"Northeast"
"STR_208";"Urban";"West"
"STR_267";"Urban";"Southwest"
"STR_404";"Urban";"Northeast"
"STR_122";"Rural";"West"
"STR_040";"Suburban";"Southeast"
"STR_368";"Suburban";"Northeast"
"STR_482";"Rural";"Southeast"
"STR_043";"Suburban";"Southeast"
"STR_229";"Urban";"Southeast"
"STR_340";"Suburban";"Southwest"
"STR_265";"Rural";"Northeast"
"STR_233";"Suburban";"Southwest"
"STR_074";"Rural";"Southwest"
"STR_205";"Rural";"Southeast"
"STR_208";"Urban";"West"
"STR_154";"Urban";"Southeast"
"STR_485";"Rural";"Midwest"
"STR_094";"Suburban";"Southeast"
"STR_017";"Urban";"West"
"STR_244";"Suburban";"Southwest"
"STR_390";"Urban";"Southeast"
"STR_326";"Rural";"Midwest"
"STR_229";"Urban";"Southeast"
"STR_381";"Suburban";"Southwest"
"STR_341";"Suburban";"Southeast"
"STR_106";"Urban";"Southwest"
"STR_318";"Suburban";"Midwest"
"STR_176";"Rural";"Northeast"
"STR_410";"Suburban";"Southeast"
"STR_119";"Urban";"West"
"STR_099";"Rural";"Southwest"
"STR_018";"Suburban";"West"
"STR_400";"Rural";"West"
"STR_158";"Rural";"West"
"STR_060";"Suburban";"Northeast"
"STR_097";"Urban";"Northeast"
"STR_352";"Rural";"West"
"STR_301";"Rural";"Northeast"
"STR_428";"Suburban";"Northeast"
"STR_370";"Suburban";"West"
"STR_373";"Rural";"Midwest"
"STR_079";"Suburban";"Southeast"
"STR_356";"Rural";"West"
"STR_393";"Rural";"Southwest"
"STR_365";"Suburban";"Midwest"
"STR_358";"Suburban";"Southwest"
"STR_260";"Urban";"Midwest"
"STR_395";"Urban";"West"
"STR_253";"Suburban";"Southwest"
"STR_180";"Urban";"Southwest"
"STR_111";"Suburban";"West"
"STR_346";"Suburban";"Midwest"
"STR_258";"Suburban";"West"
"STR_371";"Urban";"Southwest"
"STR_009";"Suburban";"West"
"STR_091";"Urban";"West"
"STR_118";"Rural";"Southeast"
"STR_290";"Rural";"Northeast"
"STR_247";"Urban";"Northeast"
"STR_154";"Urban";"Southeast"
"STR_285";"Rural";"Southeast"
"STR_122";"Rural";"West"
"STR_323";"Urban";"West"
"STR_112";"Rural";"Northeast"
"STR_390";"Urban";"Southeast"
"STR_340";"Suburban";"Southwest"
"STR_369";"Suburban";"Southeast"
"STR_312";"Suburban";"Midwest"
"STR_025";"Urban";"Northeast"
"STR_045";"Rural";"Northeast"
"STR_113";"Rural";"Southeast"
"STR_271";"Suburban";"West"
"STR_142";"Urban";"Southeast"
"STR_083";"Urban";"Midwest"
"STR_331";"Rural";"West"
"STR_288";"Urban";"Northeast"
"STR_390";"Urban";"Southeast"
"STR_358";"Suburban";"Southwest"
"STR_178";"Urban";"Southeast"
"STR_298";"Rural";"Northeast"
"STR_346";"Suburban";"Midwest"
"STR_218";"Urban";"Midwest"
"STR_341";"Suburban";"Southeast"
"STR_336";"Rural";"Southwest"
"STR_475";"Rural";"Northeast"
"STR_279";"Urban";"Northeast"
"STR_035";"Rural";"Midwest"
"STR_366";"Rural";"Northeast"
"STR_388";"Rural";"Southeast"
"STR_308";"Rural";"West"
"STR_320";"Urban";"Midwest"
"STR_064";"Rural";"West"
"STR_192";"Suburban";"Northeast"
"STR_201";"Urban";"Southwest"
"STR_074";"Rural";"Southwest"
"STR_061";"Rural";"West"
"STR_265";"Rural";"Northeast"
"STR_204";"Rural";"West"
"STR_362";"Suburban";"Midwest"
"STR_187";"Urban";"West"
"STR_101";"Urban";"Midwest"
"STR_107";"Suburban";"Southeast"
"STR_011";"Suburban";"Southwest"
"STR_434";"Rural";"West"
"STR_351";"Suburban";"West"
"STR_267";"Urban";"Southwest"
"STR_463";"Urban";"Southeast"
"STR_121";"Urban";"Southeast"
"STR_025";"Urban";"Northeast"
"STR_487";"Urban";"Southeast"
"STR_356";"Rural";"West"
"STR_453";"Suburban";"West"
"STR_060";"Suburban";"Northeast"
"STR_242";"Rural";"Midwest"
"STR_106";"Urban";"Southwest"
"STR_425";"Urban";"Northeast"
"STR_255";"Suburban";"West"
"STR_281";"Urban";"Midwest"
"STR_444";"Suburban";"West"
"STR_072";"Urban";"Southeast"
"STR_041";"Urban";"Midwest"
"STR_143";"Urban";"Southwest"
"STR_375";"Rural";"West"
"STR_276";"Suburban";"Northeast"
"STR_310";"Urban";"Southeast"
"STR_220";"Urban";"Northeast"
"STR_427";"Rural";"West"
"STR_495";"Suburban";"Southeast"
"STR_027";"Suburban";"Southeast"
"STR_264";"Suburban";"Midwest"
"STR_304";"Suburban";"West"
"STR_301";"Rural";"Northeast"
"STR_288";"Urban";"Northeast"
"STR_171";"Rural";"Midwest"
"STR_026";"Rural";"Southeast"
"STR_403";"Urban";"Midwest"
"STR_300";"Urban";"Southwest"
"STR_262";"Urban";"Southeast"
"STR_471";"Suburban";"Southwest"
"STR_065";"Suburban";"Southwest"
"STR_143";"Urban";"Southwest"
"STR_219";"Rural";"Midwest"
"STR_318";"Suburban";"Midwest"
"STR_027";"Suburban";"Southeast"
"STR_115";"Suburban";"Midwest"
"STR_191";"Suburban";"Northeast"
"STR_140";"Rural";"West"
"STR_433";"Rural";"Midwest"
"STR_372";"Rural";"Northeast"
"STR_062";"Rural";"Southeast"
"STR_456";"Rural";"Southwest"
"STR_136";"Suburban";"Midwest"
"STR_250";"Urban";"Northeast"
"STR_405";"Rural";"Southeast"
"STR_140";"Rural";"West"
"STR_111";"Suburban";"West"
"STR_391";"Suburban";"Southwest"
"STR_485";"Rural";"Midwest"
"STR_412";"Suburban";"West"
"STR_140";"Rural";"West"
"STR_376";"Suburban";"Southeast"
"STR_211";"Urban";"Northeast"
"STR_344";"Rural";"Midwest"
"STR_217";"Rural";"West"
"STR_085";"Suburban";"West"
"STR_065";"Suburban";"Southwest"
"STR_228";"Suburban";"Midwest"
"STR_341";"Suburban";"Southeast"
"STR_338";"Suburban";"Northeast"
"STR_088";"Urban";"Midwest"
"STR_398";"Suburban";"Northeast"
"STR_183";"Suburban";"Northeast"
"STR_302";"Suburban";"West"
"STR_243";"Rural";"Midwest"
"STR_072";"Urban";"Southeast"
"STR_093";"Suburban";"Midwest"
"STR_460";"Rural";"West"
"STR_344";"Rural";"Midwest"
"STR_086";"Suburban";"Midwest"
"STR_191";"Suburban";"Northeast"
"STR_481";"Urban";"West"
"STR_194";"Suburban";"West"
"STR_033";"Rural";"Midwest"
"STR_401";"Urban";"Southeast"
"STR_497";"Rural";"Northeast"
"STR_149";"Rural";"West"
"STR_452";"Rural";"West"
"STR_063";"Suburban";"Southeast"
"STR_195";"Suburban";"West"
"STR_119";"Urban";"West"
"STR_437";"Urban";"Southwest"
"STR_036";"Rural";"West"
"STR_216";"Suburban";"West"
"STR_472";"Suburban";"Northeast"
"STR_135";"Urban";"Midwest"
"STR_416";"Urban";"Southeast"
"STR_272";"Urban";"Southeast"
"STR_444";"Suburban";"West"
"STR_110";"Suburban";"West"
"STR_336";"Rural";"Southwest"
"STR_208";"Urban";"West"
"STR_137";"Urban";"Southwest"
"STR_182";"Rural";"Northeast"
"STR_323";"Urban";"West"
"STR_405";"Rural";"Southeast"
"STR_376";"Suburban";"Southeast"
"STR_107";"Suburban";"Southeast"
"STR_288";"Urban";"Northeast"
"STR_060";"Suburban";"Northeast"
"STR_422";"Urban";"Northeast"
"STR_006";"Urban";"Northeast"
"STR_325";"Urban";"Northeast"
"STR_118";"Rural";"Southeast"
"STR_364";"Suburban";"West"
"STR_125";"Urban";"Midwest"
"STR_267";"Urban";"Southwest"
"STR_029";"Urban";"Midwest"
"STR_085";"Suburban";"West"
"STR_409";"Rural";"Southwest"
"STR_149";"Rural";"West"
"STR_095";"Urban";"Midwest"
"STR_174";"Rural";"Southeast"
"STR_469";"Rural";"Southeast"
"STR_358";"Suburban";"Southwest"
"STR_333";"Suburban";"Southwest"
"STR_409";"Rural";"Southwest"
"STR_401";"Urban";"Southeast"
"STR_199";"Urban";"Southwest"
"STR_272";"Urban";"Southeast"
"STR_485";"Rural";"Midwest"
"STR_072";"Urban";"Southeast"
"STR_403";"Urban";"Midwest"
"STR_261";"Rural";"West"
"STR_229";"Urban";"Southeast"
"STR_250";"Urban";"Northeast"
"STR_303";"Rural";"Southwest"
"STR_358";"Suburban";"Southwest"
"STR_052";"Urban";"Southeast"
"STR_421";"Suburban";"Southwest"
"STR_176";"Rural";"Northeast"
"STR_491";"Suburban";"Midwest"
"STR_155";"Rural";"Midwest"
"STR_085";"Suburban";"West"
"STR_040";"Suburban";"Southeast"
"STR_352";"Rural";"West"
"STR_132";"Urban";"Northeast"
"STR_237";"Rural";"Southeast"
"STR_159";"Suburban";"Southwest"
"STR_224";"Rural";"Midwest"
"STR_060";"Suburban";"Northeast"
"STR_376";"Suburban";"Southeast"
"STR_165";"Urban";"West"
"STR_103";"Suburban";"Midwest"
"STR_151";"Suburban";"Southwest"
"STR_086";"Suburban";"Midwest"
"STR_006";"Urban";"Northeast"
"STR_283";"Urban";"Midwest"
"STR_281";"Urban";"Midwest"
"STR_086";"Suburban";"Midwest"
"STR_285";"Rural";"Southeast"
"STR_110";"Suburban";"West"
"STR_291";"Urban";"Northeast"
"STR_330";"Urban";"Southeast"
"STR_229";"Urban";"Southeast"
"STR_135";"Urban";"Midwest"
"STR_264";"Suburban";"Midwest"
"STR_464";"Suburban";"West"
"STR_125";"Urban";"Midwest"
"STR_373";"Rural";"Midwest"
"STR_497";"Rural";"Northeast"
"STR_305";"Rural";"Southeast"
"STR_079";"Suburban";"Southeast"
"STR_082";"Rural";"West"
"STR_041";"Urban";"Midwest"
"STR_233";"Suburban";"Southwest"
"STR_355";"Rural";"Midwest"
"STR_266";"Rural";"Midwest"
"STR_070";"Suburban";"Southwest"
"STR_164";"Rural";"Southwest"
"STR_483";"Rural";"Midwest"
"STR_078";"Suburban";"Southeast"
"STR_056";"Rural";"Midwest"
"STR_448";"Rural";"Southeast"
"STR_108";"Urban";"Midwest"
"STR_101";"Urban";"Midwest"
"STR_246";"Rural";"Midwest"
"STR_280";"Urban";"Southwest"
"STR_378";"Suburban";"Midwest"
"STR_375";"Rural";"West"
"STR_488";"Suburban";"Southwest"
"STR_373";"Rural";"Midwest"
"STR_239";"Rural";"Southwest"
"STR_327";"Suburban";"Southwest"
"STR_489";"Suburban";"West"
"STR_065";"Suburban";"Southwest"
"STR_469";"Rural";"Southeast"
"STR_499";"Suburban";"Southwest"
"STR_348";"Urban";"Southeast"
"STR_077";"Urban";"Southwest"
"STR_247";"Urban";"Northeast"
"STR_352";"Rural";"West"
"STR_134";"Urban";"West"
"STR_044";"Urban";"Southeast"
"STR_015";"Rural";"West"
"STR_285";"Rural";"Southeast"
"STR_099";"Rural";"Southwest"
"STR_015";"Rural";"West"
"STR_036";"Rural";"West"
"STR_263";"Suburban";"Northeast"
"STR_042";"Rural";"Southeast"
"STR_254";"Suburban";"Southeast"
"STR_140";"Rural";"West"
"STR_277";"Suburban";"Northeast"
"STR_237";"Rural";"Southeast"
"STR_374";"Rural";"Southwest"
"STR_454";"Suburban";"Northeast"
"STR_007";"Suburban";"West"
"STR_193";"Urban";"West"
"STR_208";"Urban";"West"
"STR_369";"Suburban";"Southeast"
"STR_183";"Suburban";"Northeast"
"STR_268";"Urban";"Southwest"
"STR_364";"Suburban";"West"
"STR_208";"Urban";"West"
"STR_434";"Rural";"West"
"STR_496";"Rural";"Northeast"
"STR_054";"Urban";"Southwest"
"STR_164";"Rural";"Southwest"
"STR_320";"Urban";"Midwest"
"STR_244";"Suburban";"Southwest"
"STR_204";"Rural";"West"
"STR_213";"Rural";"Southwest"
"STR_187";"Urban";"West"
"STR_276";"Suburban";"Northeast"
"STR_369";"Suburban";"Southeast"
"STR_103";"Suburban";"Midwest"
"STR_335";"Rural";"Southwest"
"STR_382";"Urban";"West"
"STR_291";"Urban";"Northeast"
"STR_047";"Suburban";"West"
"STR_458";"Urban";"Southwest"
"STR_152";"Suburban";"Northeast"
