customer_id,customer_age_group,customer_gender,is_rewards_member
CUST_04473,18-24,Male,True
CUST_04474,35-44,Male,True
CUST_04475,18-24,Female,True
CUST_04476,35-44,Female,True
CUST_04477,45-54,Female,True
CUST_04478,25-34,Female,True
CUST_04479,45-54,Male,True
CUST_04480,45-54,Female,True
CUST_04481,18-24,Male,True
CUST_04482,18-24,Female,True
CUST_04483,45-54,Male,True
CUST_04484,25-34,Female,True
CUST_04485,18-24,Female,True
CUST_04486,45-54,Male,True
CUST_04487,35-44,Female,True
CUST_04488,18-24,Male,True
CUST_04489,55+,Female,True
CUST_04490,35-44,Female,True
CUST_04491,18-24,Male,True
CUST_04492,55+,Male,True
CUST_04493,25-34,Male,True
CUST_04494,25-34,Male,True
CUST_04495,45-54,Female,True
CUST_04496,55+,Female,False
CUST_04497,18-24,Male,True
CUST_04498,35-44,Male,True
CUST_04499,45-54,Male,True
CUST_04500,35-44,Male,True
CUST_04501,35-44,Female,True
CUST_04502,25-34,Male,True
CUST_04503,25-34,Female,True
CUST_04504,18-24,Female,True
CUST_04505,45-54,Female,True
CUST_04506,35-44,Female,True
CUST_04507,18-24,"Prefer not to say",True
CUST_04508,35-44,Female,True
CUST_04509,35-44,Non-binary,True
CUST_04510,25-34,Female,True
CUST_04511,25-34,Male,True
CUST_04512,45-54,Male,True
CUST_04513,45-54,Female,True
CUST_04514,25-34,Male,True
CUST_04515,35-44,Male,True
CUST_04516,18-24,Female,True
CUST_04517,25-34,Female,True
CUST_04518,18-24,Female,True
CUST_04519,35-44,"Prefer not to say",True
CUST_04520,45-54,Male,True
CUST_04521,18-24,Male,True
CUST_04522,55+,Male,True
CUST_04523,25-34,Male,True
CUST_04524,18-24,Male,True
CUST_04525,45-54,Male,True
CUST_04526,25-34,Male,True
CUST_04527,45-54,Female,True
CUST_04528,18-24,Male,True
CUST_04529,35-44,Male,True
CUST_04530,45-54,Male,True
CUST_04531,45-54,Non-binary,True
CUST_04532,18-24,Male,True
CUST_04533,45-54,"Prefer not to say",True
CUST_04534,25-34,Female,True
CUST_04535,35-44,Male,True
CUST_04536,45-54,Female,True
CUST_04537,35-44,Female,True
CUST_04538,35-44,Male,True
CUST_04539,45-54,Male,True
CUST_04540,45-54,Male,True
CUST_04541,18-24,Male,True
CUST_04542,18-24,Male,True
CUST_04543,25-34,Male,True
CUST_04544,25-34,Female,True
CUST_04545,55+,Female,True
CUST_04546,18-24,Female,True
CUST_04547,55+,Non-binary,True
CUST_04548,45-54,Male,True
CUST_04549,25-34,Male,True
CUST_04550,55+,Female,True
CUST_04551,35-44,Female,True
CUST_04552,25-34,Male,True
CUST_04553,18-24,Female,True
CUST_04554,35-44,Male,True
CUST_04555,18-24,Female,True
CUST_04556,25-34,Non-binary,True
CUST_04557,25-34,Male,True
CUST_04558,25-34,Male,True
CUST_04559,45-54,"Prefer not to say",True
CUST_04560,35-44,Male,True
CUST_04561,35-44,Male,True
CUST_04562,18-24,Male,True
CUST_04563,25-34,Female,True
CUST_04564,45-54,Female,True
CUST_04565,35-44,Male,True
CUST_04566,45-54,Male,True
CUST_04567,55+,Male,True
CUST_04568,45-54,Male,True
CUST_04569,25-34,Male,True
CUST_04570,25-34,Female,True
CUST_04571,18-24,Female,True
CUST_04572,25-34,Female,True
CUST_04573,25-34,Male,True
CUST_04574,45-54,Female,True
CUST_04575,18-24,Female,True
CUST_04576,35-44,Male,True
CUST_04577,55+,Non-binary,True
CUST_04578,35-44,Female,True
CUST_04579,25-34,Male,True
CUST_04580,25-34,Male,True
CUST_04581,45-54,Male,True
CUST_04582,55+,Male,True
CUST_04583,35-44,Male,True
CUST_04584,25-34,Female,True
CUST_04585,18-24,Male,True
CUST_04586,55+,Male,True
CUST_04587,25-34,"Prefer not to say",True
CUST_04588,25-34,Female,True
CUST_04589,18-24,Male,True
CUST_04590,25-34,"Prefer not to say",True
CUST_04591,55+,Female,True
CUST_04592,18-24,Female,True
CUST_04593,18-24,Female,True
CUST_04594,35-44,Female,True
CUST_04595,35-44,Female,True
CUST_04596,25-34,Male,True
CUST_04597,25-34,Female,True
CUST_04598,35-44,Female,True
CUST_04599,18-24,Male,True
CUST_04600,25-34,Male,True
CUST_04601,35-44,Female,True
CUST_04602,25-34,Female,True
CUST_04603,35-44,Male,True
CUST_04604,25-34,Female,True
CUST_04605,55+,Female,True
CUST_04606,55+,Female,True
CUST_04607,18-24,Female,True
CUST_04608,35-44,Male,True
CUST_04609,25-34,Female,True
CUST_04610,55+,Male,True
CUST_04611,25-34,Female,True
CUST_04612,18-24,Male,True
CUST_04613,25-34,Male,True
CUST_04614,25-34,Male,True
CUST_04615,18-24,Female,True
CUST_04616,18-24,"Prefer not to say",True
CUST_04617,55+,Male,True
CUST_04618,45-54,Female,True
CUST_04619,35-44,Male,True
CUST_04620,25-34,Male,True
CUST_04621,25-34,Female,True
CUST_04622,25-34,Female,True
CUST_04623,45-54,Male,True
CUST_04624,25-34,Non-binary,True
CUST_04625,25-34,Male,True
CUST_04626,18-24,Male,True
CUST_04627,45-54,Female,False
CUST_04628,35-44,Male,True
CUST_04629,55+,"Prefer not to say",True
CUST_04630,25-34,"Prefer not to say",True
CUST_04631,18-24,Female,True
CUST_04632,45-54,Female,True
CUST_04633,35-44,Male,True
CUST_04634,35-44,"Prefer not to say",True
CUST_04635,18-24,Non-binary,True
CUST_04636,35-44,Male,True
CUST_04637,18-24,Female,True
CUST_04638,35-44,Female,True
CUST_04639,45-54,Female,True
CUST_04640,35-44,Male,True
CUST_04641,35-44,Non-binary,True
CUST_04642,25-34,Male,True
CUST_04643,25-34,Female,True
CUST_04644,35-44,Male,False
CUST_04645,35-44,Non-binary,True
CUST_04646,18-24,Male,True
CUST_04647,35-44,Male,True
CUST_04648,25-34,Female,True
CUST_04649,25-34,Male,True
CUST_04650,45-54,Male,True
CUST_04651,35-44,Male,True
CUST_04652,45-54,Female,True
CUST_04653,45-54,Female,True
CUST_04654,25-34,Non-binary,True
CUST_04655,35-44,Female,True
CUST_04656,35-44,Male,True
CUST_04657,25-34,Female,True
CUST_04658,18-24,Male,True
CUST_04659,45-54,Male,True
CUST_04660,25-34,Male,True
CUST_04661,45-54,Male,True
CUST_04662,25-34,Male,True
CUST_04663,18-24,"Prefer not to say",True
CUST_04664,18-24,Female,True
CUST_04665,25-34,Male,True
CUST_04666,55+,Female,True
CUST_04667,18-24,Male,True
CUST_04668,18-24,Female,True
CUST_04669,35-44,Male,True
CUST_04670,55+,"Prefer not to say",True
CUST_04671,25-34,Female,True
CUST_04672,35-44,Male,True
CUST_04673,35-44,Non-binary,True
CUST_04674,18-24,Male,True
CUST_04675,18-24,Female,True
CUST_04676,18-24,Female,True
CUST_04677,18-24,Male,True
CUST_04678,25-34,Male,True
CUST_04679,35-44,Non-binary,True
CUST_04680,25-34,Female,True
CUST_04681,55+,Male,False
CUST_04682,35-44,Male,True
CUST_04683,35-44,Female,True
CUST_04684,35-44,Male,True
CUST_04685,18-24,Male,True
CUST_04686,35-44,Female,True
CUST_04687,25-34,Male,True
CUST_04688,35-44,Female,True
CUST_04689,25-34,Female,True
CUST_04690,55+,Female,True
CUST_04691,45-54,Male,True
CUST_04692,35-44,Female,True
CUST_04693,35-44,Female,True
CUST_04694,25-34,Female,False
CUST_04695,25-34,Female,True
CUST_04696,18-24,Male,True
CUST_04697,18-24,Female,True
CUST_04698,35-44,Male,True
CUST_04699,45-54,Female,True
CUST_04700,55+,Male,True
CUST_04701,18-24,Male,True
CUST_04702,25-34,Female,True
CUST_04703,25-34,Male,True
CUST_04704,35-44,Male,True
CUST_04705,45-54,Male,True
CUST_04706,25-34,Male,True
CUST_04707,25-34,Female,True
CUST_04708,45-54,Female,True
CUST_04709,35-44,Male,True
CUST_04710,35-44,Female,False
CUST_04711,18-24,Male,True
CUST_04712,35-44,Female,True
CUST_04713,45-54,Male,True
CUST_04714,45-54,Male,True
CUST_04715,45-54,Male,True
CUST_04716,25-34,Male,True
CUST_04717,45-54,Female,True
CUST_04718,55+,Male,True
CUST_04719,18-24,Male,True
CUST_04720,25-34,Male,True
CUST_04721,35-44,Male,True
CUST_04722,35-44,Female,True
CUST_04723,55+,Non-binary,True
CUST_04724,25-34,Female,True
CUST_04725,25-34,Female,True
CUST_04726,55+,Male,True
CUST_04727,35-44,Male,True
CUST_04728,18-24,Female,True
CUST_04729,35-44,Male,True
CUST_04730,45-54,Male,True
CUST_04731,35-44,Male,True
CUST_04732,35-44,Male,True
CUST_04733,35-44,Female,True
CUST_04734,45-54,"Prefer not to say",True
CUST_04735,18-24,Male,True
CUST_04736,35-44,Male,True
CUST_04737,18-24,Male,True
CUST_04738,18-24,Male,True
CUST_04739,35-44,Male,True
CUST_04740,18-24,Male,True
CUST_04741,55+,Male,True
CUST_04742,55+,"Prefer not to say",True
CUST_04743,55+,Female,True
CUST_04744,25-34,Female,True
CUST_04745,18-24,Non-binary,True
CUST_04746,18-24,Male,True
CUST_04747,35-44,Female,True
CUST_04748,25-34,Male,True
CUST_04749,18-24,Female,True
CUST_04750,18-24,Female,True
CUST_04751,45-54,Female,True
CUST_04752,55+,Male,True
CUST_04753,25-34,Male,True
CUST_04754,35-44,Female,True
CUST_04755,35-44,"Prefer not to say",True
CUST_04756,25-34,Female,True
CUST_04757,25-34,Male,True
CUST_04758,25-34,Male,True
CUST_04759,35-44,Female,True
CUST_04760,35-44,Female,True
CUST_04761,25-34,Male,True
CUST_04762,55+,Male,False
CUST_04763,18-24,Male,True
CUST_04764,45-54,Male,True
CUST_04765,18-24,Male,True
CUST_04766,35-44,Female,True
CUST_04767,45-54,Female,True
CUST_04768,25-34,Female,True
CUST_04769,18-24,Female,True
CUST_04770,55+,Male,True
CUST_04771,25-34,"Prefer not to say",True
CUST_04772,45-54,Female,True
CUST_04773,45-54,Male,True
CUST_04774,25-34,Male,True
CUST_04775,25-34,Female,True
CUST_04776,35-44,Male,True
CUST_04777,45-54,Female,True
CUST_04778,25-34,Female,True
CUST_04779,18-24,Male,True
CUST_04780,35-44,Female,True
CUST_04781,25-34,Non-binary,False
CUST_04782,18-24,Male,True
CUST_04783,18-24,Female,True
CUST_04784,35-44,Male,True
CUST_04785,25-34,Male,True
CUST_04786,35-44,Female,True
CUST_04787,25-34,Male,True
CUST_04788,25-34,Female,True
CUST_04789,35-44,Female,True
CUST_04790,25-34,Female,True
CUST_04791,35-44,"Prefer not to say",False
CUST_04792,25-34,Male,True
CUST_04793,18-24,Male,False
CUST_04794,18-24,Male,True
CUST_04795,25-34,Female,True
CUST_04796,35-44,Male,True
CUST_04797,18-24,Female,True
CUST_04798,45-54,Male,True
CUST_04799,25-34,Female,True
CUST_04800,25-34,Male,True
CUST_04801,35-44,Female,True
CUST_04802,18-24,Female,True
CUST_04803,35-44,Female,True
CUST_04804,25-34,Non-binary,True
CUST_04805,25-34,Male,True
CUST_04806,18-24,Male,True
CUST_04807,45-54,Male,True
CUST_04808,18-24,Female,True
CUST_04809,25-34,Male,True
CUST_04810,25-34,Male,True
CUST_04811,35-44,Female,False
CUST_04812,35-44,"Prefer not to say",True
CUST_04813,35-44,Female,True
CUST_04814,25-34,Male,True
CUST_04815,45-54,Female,True
CUST_04816,55+,Female,True
CUST_04817,35-44,Male,True
CUST_04818,18-24,Male,True
CUST_04819,25-34,Female,True
CUST_04821,55+,Male,True
CUST_04822,25-34,Male,True
CUST_04823,18-24,Male,True
CUST_04824,35-44,Female,True
CUST_04825,45-54,Female,True
CUST_04826,55+,Female,True
CUST_04827,18-24,Female,True
CUST_04828,35-44,Male,True
CUST_04829,55+,Female,True
CUST_04830,35-44,Male,True
CUST_04831,25-34,Male,True
CUST_04832,35-44,"Prefer not to say",True
CUST_04833,25-34,Female,True
CUST_04834,18-24,"Prefer not to say",True
CUST_04835,35-44,"Prefer not to say",True
CUST_04836,45-54,Female,False
CUST_04837,45-54,Male,True
CUST_04838,55+,Female,True
CUST_04839,25-34,Female,False
CUST_04840,45-54,Male,True
CUST_04841,25-34,"Prefer not to say",True
CUST_04842,25-34,Male,True
CUST_04843,35-44,Male,True
CUST_04844,35-44,Male,True
CUST_04845,25-34,"Prefer not to say",True
CUST_04846,45-54,Male,True
CUST_04847,55+,Female,True
CUST_04848,35-44,Female,True
CUST_04849,18-24,"Prefer not to say",True
CUST_04850,35-44,Female,True
CUST_04851,25-34,Male,True
CUST_04852,45-54,Male,False
CUST_04853,18-24,Male,True
CUST_04854,35-44,Male,True
CUST_04855,25-34,Male,True
CUST_04856,35-44,Male,False
CUST_04857,25-34,Male,True
CUST_04858,25-34,Female,False
CUST_04859,35-44,Female,True
CUST_04860,18-24,Male,True
CUST_04861,25-34,"Prefer not to say",True
CUST_04862,18-24,Female,True
CUST_04863,18-24,Male,True
CUST_04864,25-34,Male,True
CUST_04865,45-54,Female,True
CUST_04866,25-34,"Prefer not to say",True
CUST_04867,18-24,Male,True
CUST_04868,25-34,Male,True
CUST_04869,35-44,Female,True
CUST_04870,25-34,Female,True
CUST_04871,35-44,Male,True
CUST_04872,18-24,Female,True
CUST_04873,25-34,Male,True
CUST_04874,35-44,Female,True
CUST_04875,35-44,Male,True
CUST_04876,45-54,Male,True
CUST_04877,18-24,Male,True
CUST_04878,25-34,Non-binary,True
CUST_04879,35-44,Female,True
CUST_04880,25-34,Male,True
CUST_04881,25-34,Male,True
CUST_04882,35-44,"Prefer not to say",True
CUST_04883,25-34,Female,True
CUST_04884,35-44,Male,True
CUST_04885,25-34,Female,True
CUST_04886,18-24,Female,False
CUST_04887,35-44,Male,True
CUST_04888,45-54,Male,True
CUST_04889,25-34,Male,True
CUST_04890,45-54,Female,True
CUST_04891,25-34,Male,True
CUST_04892,18-24,Female,True
CUST_04893,35-44,Male,True
CUST_04894,18-24,Male,True
CUST_04895,25-34,Male,True
CUST_04896,18-24,Female,True
CUST_04897,35-44,Female,True
CUST_04898,18-24,Male,True
CUST_04899,18-24,Female,True
CUST_04900,25-34,Male,True
CUST_04901,35-44,Female,True
CUST_04902,25-34,Male,True
CUST_04903,55+,Male,True
CUST_04904,25-34,Female,True
CUST_04905,18-24,Male,True
CUST_04906,35-44,Male,True
CUST_04907,18-24,Male,True
CUST_04908,25-34,Female,True
CUST_04909,25-34,Male,True
CUST_04910,18-24,Male,True
CUST_04911,55+,Female,True
CUST_04912,45-54,Female,True
CUST_04913,45-54,Female,True
CUST_04914,45-54,Female,True
CUST_04915,25-34,Female,True
CUST_04916,18-24,Female,False
CUST_04917,35-44,Male,False
CUST_04918,35-44,Female,True
CUST_04919,25-34,Male,True
CUST_04920,35-44,"Prefer not to say",True
CUST_04921,25-34,Female,True
CUST_04922,25-34,Female,True
CUST_04923,18-24,Male,True
CUST_04924,25-34,Male,True
CUST_04925,25-34,Female,True
CUST_04926,18-24,Male,True
CUST_04927,35-44,Female,False
CUST_04928,35-44,Male,True
CUST_04929,55+,"Prefer not to say",True
CUST_04930,25-34,Female,True
CUST_04931,25-34,"Prefer not to say",True
CUST_04932,25-34,Female,True
CUST_04933,35-44,Male,True
CUST_04934,35-44,Male,True
CUST_04935,18-24,Female,True
CUST_04936,25-34,Female,True
CUST_04937,25-34,Female,True
CUST_04938,45-54,Male,True
CUST_04939,45-54,Male,True
CUST_04940,25-34,Non-binary,True
CUST_04941,35-44,Male,True
CUST_04942,25-34,Female,True
CUST_04943,35-44,Non-binary,True
CUST_04944,45-54,Female,True
CUST_04945,18-24,Male,True
CUST_04946,55+,Male,True
CUST_04947,35-44,Male,True
CUST_04948,18-24,Female,True
CUST_04949,18-24,Male,True
CUST_04950,18-24,Non-binary,True
CUST_04951,25-34,Female,True
CUST_04952,55+,Female,False
CUST_04953,35-44,Male,True
CUST_04954,45-54,Male,True
CUST_04955,45-54,Female,True
CUST_04956,25-34,Male,True
CUST_04957,35-44,Male,True
CUST_04958,45-54,Male,True
CUST_04959,45-54,Female,True
CUST_04960,45-54,Non-binary,True
CUST_04961,25-34,Female,True
CUST_04962,25-34,"Prefer not to say",True
CUST_04963,35-44,Male,True
CUST_04964,25-34,Male,True
CUST_04965,25-34,Male,True
CUST_04966,18-24,Female,True
CUST_04967,45-54,Male,True
CUST_04968,35-44,Female,True
CUST_04969,35-44,Male,False
CUST_04970,45-54,Female,True
CUST_04971,25-34,Male,True
CUST_04972,35-44,Male,True
CUST_04973,18-24,Female,True
CUST_04974,55+,Female,True
CUST_04975,25-34,Female,True
CUST_04976,35-44,Female,True
CUST_04977,25-34,Female,True
CUST_04978,35-44,Male,True
CUST_04979,18-24,Male,True
CUST_04980,25-34,Male,True
CUST_04981,18-24,Female,True
CUST_04982,25-34,Male,True
CUST_04983,25-34,Female,True
CUST_04984,25-34,Male,True
CUST_04985,55+,Non-binary,True
CUST_04986,25-34,Female,True
CUST_04987,18-24,Female,True
CUST_04988,55+,Male,True
CUST_04989,35-44,Female,True
CUST_04990,55+,Female,True
CUST_04991,25-34,Male,True
CUST_04992,35-44,Male,True
CUST_04993,25-34,Non-binary,True
CUST_04994,25-34,Male,True
CUST_04995,25-34,Male,True
CUST_04996,25-34,Female,True
CUST_04997,18-24,Female,True
CUST_04998,35-44,Non-binary,True
CUST_04999,35-44,Female,True
CUST_05000,25-34,Male,True
CUST_05001,55+,Non-binary,True
CUST_05002,35-44,Female,True
CUST_05003,18-24,"Prefer not to say",True
CUST_05004,55+,Female,True
CUST_05005,35-44,Male,True
CUST_05006,35-44,Non-binary,True
CUST_05007,25-34,Male,True
CUST_05008,18-24,Female,True
CUST_05009,35-44,Male,True
CUST_05010,25-34,Female,True
CUST_05011,55+,Male,True
CUST_05012,18-24,Female,True
CUST_05013,45-54,Female,False
CUST_05014,45-54,Female,True
CUST_05015,35-44,Female,True
CUST_05016,18-24,Female,True
CUST_05017,35-44,Male,True
CUST_05018,25-34,Male,True
CUST_05019,25-34,Female,True
CUST_05020,55+,Male,True
CUST_05021,18-24,Male,False
CUST_05022,18-24,Male,True
CUST_05023,35-44,Male,True
CUST_05024,35-44,Female,True
CUST_05025,45-54,Female,True
CUST_05026,55+,Male,True
CUST_05027,35-44,Female,True
CUST_05028,18-24,Male,True
CUST_05029,18-24,Male,True
CUST_05030,25-34,Female,True
CUST_05031,25-34,Male,True
CUST_05032,35-44,Female,True
CUST_05033,18-24,Male,True
CUST_05034,25-34,Female,True
CUST_05035,25-34,Female,True
CUST_05036,25-34,Non-binary,True
CUST_05037,25-34,Female,True
CUST_05038,55+,Female,True
CUST_05039,25-34,Female,True
CUST_05040,35-44,Male,True
CUST_05041,35-44,Female,True
CUST_05042,18-24,Non-binary,True
CUST_05043,35-44,Female,True
CUST_05044,25-34,Male,True
CUST_05045,18-24,"Prefer not to say",True
CUST_05046,25-34,Female,True
CUST_05047,25-34,Male,True
CUST_05048,45-54,Male,False
CUST_05049,55+,Female,True
CUST_05050,35-44,Female,True
CUST_05051,18-24,Female,True
CUST_05052,18-24,Male,True
CUST_05053,25-34,Female,True
CUST_05054,18-24,Male,True
CUST_05055,35-44,Female,True
CUST_05056,45-54,Male,True
CUST_05057,18-24,Male,True
CUST_05058,18-24,Male,True
CUST_05059,18-24,Male,True
CUST_05060,35-44,Male,True
CUST_05061,18-24,Female,True
CUST_05062,45-54,Non-binary,True
CUST_05063,55+,Female,True
CUST_05064,35-44,Female,True
CUST_05065,25-34,Female,True
CUST_05066,25-34,Male,True
CUST_05067,35-44,Female,True
CUST_05068,18-24,Male,True
CUST_05069,25-34,Female,False
CUST_05070,35-44,Female,True
CUST_05071,55+,Female,True
CUST_05072,35-44,Female,True
CUST_05073,35-44,Male,True
CUST_05074,25-34,Female,True
CUST_05075,55+,Male,True
CUST_05076,18-24,Female,True
CUST_05077,55+,Male,True
CUST_05078,25-34,Female,True
CUST_05079,25-34,Male,True
CUST_05080,35-44,Male,True
CUST_05081,35-44,Female,True
CUST_05082,45-54,Female,True
CUST_05083,18-24,Female,True
CUST_05084,25-34,Male,True
CUST_05085,18-24,Female,True
CUST_05086,25-34,Female,True
CUST_05087,55+,Female,True
CUST_05088,45-54,Male,True
CUST_05089,18-24,Non-binary,True
CUST_05090,25-34,Female,True
CUST_05091,25-34,Male,True
CUST_05092,18-24,Female,True
CUST_05093,25-34,Female,True
CUST_05094,18-24,Female,True
CUST_05095,18-24,Female,True
CUST_05096,18-24,Male,True
CUST_05097,18-24,Female,True
CUST_05098,45-54,Female,True
CUST_05099,18-24,Female,True
CUST_05100,18-24,Female,True
CUST_05101,25-34,Male,True
CUST_05102,35-44,Female,True
CUST_05103,25-34,Female,True
CUST_05104,35-44,Male,True
CUST_05105,18-24,Male,True
CUST_05106,35-44,Male,True
CUST_05107,25-34,Male,True
CUST_05108,45-54,Male,True
CUST_05109,35-44,Female,True
CUST_05110,18-24,Male,True
CUST_05111,45-54,Male,True
CUST_05112,25-34,Female,True
CUST_05113,25-34,"Prefer not to say",True
CUST_05114,35-44,Male,True
CUST_05115,18-24,Non-binary,True
CUST_05116,55+,Male,True
CUST_05117,35-44,Female,True
CUST_05118,35-44,Female,True
CUST_05119,35-44,Female,True
CUST_05120,25-34,Male,True
CUST_05121,45-54,Male,True
CUST_05122,35-44,Male,True
CUST_05123,55+,Male,True
CUST_05124,18-24,Non-binary,True
CUST_05125,25-34,Female,True
CUST_05126,35-44,Female,True
CUST_05127,25-34,Female,True
CUST_05128,45-54,Female,True
CUST_05129,18-24,Female,True
CUST_05130,35-44,Male,True
CUST_05131,25-34,Female,True
CUST_05132,25-34,Male,True
CUST_05133,25-34,Female,False
CUST_05134,25-34,Female,True
CUST_05135,35-44,Male,True
CUST_05136,25-34,Female,True
CUST_05137,45-54,Male,True
CUST_05138,25-34,Female,True
CUST_05139,55+,Female,True
CUST_05140,35-44,Male,True
CUST_05141,25-34,Female,True
CUST_05142,45-54,Male,True
CUST_05143,35-44,Female,True
CUST_05144,25-34,Female,False
CUST_05145,18-24,Male,True
CUST_05146,25-34,Male,True
CUST_05147,18-24,Male,True
CUST_05148,55+,Female,True
CUST_05149,35-44,Female,True
CUST_05150,45-54,Female,True
CUST_05151,18-24,Male,True
CUST_05152,25-34,Female,True
CUST_05153,55+,Female,True
CUST_05154,18-24,Male,True
CUST_05155,25-34,Female,True
CUST_05156,55+,Male,False
CUST_05157,45-54,Non-binary,True
CUST_05158,55+,Male,True
CUST_05159,25-34,Female,True
CUST_05160,35-44,Male,True
CUST_05161,45-54,Female,True
CUST_05162,35-44,Female,True
CUST_05163,55+,Male,True
CUST_05164,35-44,Male,True
CUST_05165,25-34,Male,True
CUST_05166,25-34,Female,True
CUST_05167,25-34,Female,True
CUST_05168,18-24,Male,True
CUST_05169,45-54,Non-binary,True
CUST_05170,55+,Male,True
CUST_05171,45-54,Female,True
CUST_05172,25-34,Female,True
CUST_05173,25-34,Male,True
CUST_05174,35-44,Female,True
CUST_05175,55+,Male,True
CUST_05176,25-34,Male,True
CUST_05177,35-44,Female,True
CUST_05178,35-44,Female,True
CUST_05179,25-34,Male,True
CUST_05180,25-34,Male,True
CUST_05181,18-24,Female,True
CUST_05182,35-44,"Prefer not to say",True
CUST_05183,25-34,Female,True
CUST_05184,35-44,Female,True
CUST_05185,18-24,Male,True
CUST_05186,18-24,Male,True
CUST_05187,25-34,Female,True
CUST_05188,25-34,Non-binary,True
CUST_05189,55+,Female,True
CUST_05190,55+,Female,True
CUST_05191,18-24,Male,True
CUST_05192,45-54,Female,True
CUST_05193,18-24,Non-binary,True
CUST_05194,55+,Female,True
CUST_05195,45-54,Male,True
CUST_05196,45-54,Male,True
CUST_05197,25-34,Non-binary,True
CUST_05198,35-44,Female,True
CUST_05199,35-44,Female,True
CUST_05200,25-34,Male,True
CUST_05201,35-44,Female,True
CUST_05202,25-34,Male,True
CUST_05203,25-34,Female,True
CUST_05204,55+,Female,True
CUST_05205,18-24,Male,True
CUST_05206,18-24,Female,True
CUST_05207,35-44,Male,True
CUST_05208,35-44,Male,True
CUST_05209,35-44,Female,True
CUST_05210,45-54,Female,True
CUST_05211,25-34,Non-binary,True
CUST_05212,25-34,Non-binary,True
CUST_05213,45-54,Male,True
CUST_05214,45-54,Female,True
CUST_05215,45-54,Male,True
CUST_05216,35-44,Male,True
CUST_05217,18-24,Male,True
CUST_05218,55+,Female,True
CUST_05219,25-34,Male,True
CUST_05220,45-54,Female,True
CUST_05221,25-34,Male,True
CUST_05222,45-54,"Prefer not to say",True
CUST_05223,45-54,Female,True
CUST_05224,18-24,Male,True
CUST_05225,35-44,Male,True
CUST_05226,18-24,Male,True
CUST_05227,25-34,Male,True
CUST_05228,35-44,Female,True
CUST_05229,25-34,Female,True
CUST_05230,18-24,Male,True
CUST_05231,25-34,Male,True
CUST_05232,25-34,Female,True
CUST_05233,25-34,Male,True
CUST_05234,25-34,Male,True
CUST_05235,18-24,Female,True
CUST_05236,45-54,Male,True
CUST_05237,55+,Male,True
CUST_05238,35-44,Male,True
CUST_05239,25-34,Male,True
CUST_05240,18-24,Female,True
CUST_05241,35-44,Female,True
CUST_05242,25-34,Female,True
CUST_05243,25-34,Male,True
CUST_05244,25-34,Male,True
CUST_05245,35-44,Female,True
CUST_05246,45-54,Male,True
CUST_05247,45-54,Male,True
CUST_05248,25-34,Male,True
CUST_05249,25-34,Male,True
CUST_05250,55+,Male,True
CUST_05251,35-44,Male,True
CUST_05252,45-54,Male,True
CUST_05253,25-34,Female,True
CUST_05254,18-24,Male,True
CUST_05255,35-44,Non-binary,True
CUST_05256,35-44,Male,True
CUST_05257,35-44,Male,True
CUST_05258,35-44,Female,True
CUST_05259,18-24,Female,True
CUST_05260,55+,Female,True
CUST_05261,35-44,Female,True
CUST_05262,35-44,Male,True
CUST_05263,18-24,Male,True
CUST_05264,35-44,Female,True
CUST_05265,25-34,Female,True
CUST_05266,55+,Male,True
CUST_05267,25-34,Female,True
CUST_05268,55+,Male,True
CUST_05269,18-24,Non-binary,True
CUST_05270,18-24,Male,True
CUST_05271,25-34,Male,True
CUST_05272,25-34,Male,True
CUST_05273,45-54,Male,True
CUST_05274,25-34,Male,True
CUST_05275,45-54,Female,True
CUST_05276,18-24,Female,True
CUST_05277,25-34,Male,True
CUST_05278,18-24,Female,True
CUST_05279,45-54,Male,True
CUST_05280,18-24,Female,False
CUST_05281,35-44,Male,True
CUST_05282,35-44,Female,True
CUST_05283,18-24,Female,True
CUST_05284,25-34,Male,True
CUST_05285,35-44,Male,True
CUST_05286,25-34,Male,True
CUST_05287,25-34,Female,True
CUST_05288,25-34,Male,True
CUST_05289,18-24,"Prefer not to say",True
CUST_05290,35-44,Female,True
CUST_05291,55+,Female,True
CUST_05292,25-34,Male,True
CUST_05293,25-34,Male,True
CUST_05294,25-34,Female,True
CUST_05295,18-24,Male,True
CUST_05296,55+,Male,True
CUST_05297,25-34,Male,True
CUST_05298,35-44,Female,True
CUST_05299,25-34,Female,True
CUST_05300,55+,Male,False
CUST_05301,18-24,Female,True
CUST_05302,25-34,Male,True
CUST_05303,18-24,Female,True
CUST_05304,25-34,Female,True
CUST_05305,35-44,Male,True
CUST_05306,45-54,Male,True
CUST_05307,25-34,Male,True
CUST_05308,18-24,Male,True
CUST_05309,35-44,Male,True
CUST_05310,18-24,Female,True
CUST_05311,45-54,Female,True
CUST_05312,35-44,Male,True
CUST_05313,35-44,Male,False
CUST_05314,35-44,Female,True
CUST_05315,45-54,"Prefer not to say",True
CUST_05316,18-24,Male,True
CUST_05317,35-44,Male,True
CUST_05318,45-54,Male,True
CUST_05319,35-44,Male,True
CUST_05320,25-34,"Prefer not to say",True
CUST_05321,18-24,Male,False
CUST_05322,18-24,Female,True
CUST_05323,25-34,Female,True
CUST_05324,35-44,Male,True
CUST_05325,25-34,Male,True
CUST_05326,25-34,Non-binary,True
CUST_05327,35-44,Female,True
CUST_05328,35-44,Male,True
